Date,Price,Open,High,Low,Vol.,Change %,Vol_clean
2021-02-12,146.34,145.65,146.59,145.38,32.30K,-0.47%,32299.999999999996
2021-02-11,147.03,147.72,147.83,146.98,5.73K,-0.13%,5730.0
2021-02-10,147.22,147.74,148.43,146.95,27.64K,-0.27%,27640.0
2021-02-09,147.62,148.09,148.25,147.57,13.08K,-0.29%,13080.0
2021-02-08,148.05,146.44,148.19,146.01,6.73K,1.32%,6730.0
2021-02-05,146.12,145.97,146.87,145.42,10.45K,0.71%,10450.0
2021-02-04,145.09,147.61,147.61,144.81,21.49K,-2.23%,21490.0
2021-02-03,148.4,148.18,148.84,147.93,6.98K,0.07%,6980.0
2021-02-02,148.29,148.62,149.31,147.72,10.45K,-0.85%,10450.0
2021-02-01,149.56,149.13,150.15,149.12,7.76K,0.62%,7760.0
2021-01-29,148.64,148.16,149.78,147.92,7.50K,0.01%,7500.0
2021-01-28,148.62,147.42,149.08,147.42,4.51K,0.20%,4510.0
2021-01-27,148.33,148.07,148.48,147.42,20.62K,0.12%,20620.0
2021-01-26,148.15,148.5,148.75,147.81,3.52K,-0.11%,3520.0
2021-01-25,148.31,147.88,149.2,147.75,9.07K,0.26%,9070.0
2021-01-22,147.93,148.67,148.72,146.95,6.03K,-0.79%,6030.0
2021-01-21,149.11,149.88,149.94,148.67,5.80K,-0.34%,5800.0
2021-01-20,149.62,148.33,149.91,147.48,4.89K,1.31%,4890.0
2021-01-19,147.69,147.75,147.95,146.84,3.74K,-0.14%,3740.0
2021-01-18,147.89,147.7,147.91,147.41,4.12K,0.72%,4120.0
2021-01-15,146.83,148.34,148.55,146.53,11.42K,-0.65%,11420.0
2021-01-14,147.79,147.3,148.09,146.7,14.01K,-0.46%,14010.0
2021-01-13,148.47,147.84,148.49,147.5,4.60K,0.74%,4600.0
2021-01-12,147.38,148.65,148.9,147.04,11.18K,-0.09%,11180.0
2021-01-11,147.52,147.5,147.95,146.42,9.26K,-0.05%,9260.0
2021-01-08,147.6,150.62,150.7,147.0,9.26K,-2.57%,9260.0
2021-01-07,151.5,151.51,152.22,151.32,4.56K,0.40%,4560.0
2021-01-06,150.9,153.4,154.11,150.5,13.52K,-2.03%,13520.0
2021-01-05,154.03,153.87,154.56,153.61,7.90K,0.23%,7900.0
2021-01-04,153.67,152.54,153.83,152.45,23.18K,3.39%,23180.0
2020-12-30,148.63,148.9,148.98,148.54,3.12K,-0.56%,3120.0
2020-12-29,149.47,149.21,149.47,148.56,5.09K,-0.01%,5090.0
